NAME,UMAP 1,UMAP 2,UMAP 3,UMAP 4,UMAP 5,UMAP 6,UMAP 7,UMAP 8,UMAP 9,UMAP 10,SMILES
ligand283,6.8180976,5.609121,3.8294492,3.8514194,3.8728502,3.187051,4.8168063,3.5762625,4.163278,2.4677603,COC1=CC(=C(C=C1)OC)C(=O)CC(=O)C(=O)OC
ligand284,7.4880714,6.681535,4.0908837,4.5339108,5.0143166,3.3307455,5.8550396,3.4471154,3.942994,2.3582091,COC(=O)C(=O)CC(=O)C1=CC=C(C=C1)SC
ligand285,12.651008,2.556987,5.7347403,4.5738683,0.49390963,6.1074886,4.5893164,1.3735666,7.043844,8.823274,CC(C)(C)C(=O)CC(=O)C(F)(F)F
ligand286,6.595718,5.920775,3.7597456,4.5639052,6.0674105,3.3537092,6.7428484,2.9947133,4.1459723,2.7127132,COC(=O)C(=O)CC(=O)C1=C(C=C(C=C1)Cl)Cl
ligand287,10.138652,8.678626,7.4688053,5.920112,5.6510267,3.5698125,5.835291,2.8893397,4.5448594,4.344545,C1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)Br
ligand288,11.156245,11.228253,6.040026,6.5254397,5.7658734,4.5203443,5.2590733,5.2556953,4.8500495,3.4707105,COC(=O)C(=O)CC(=O)C1=C(C=CC=C1F)F
ligand289,6.5645247,5.107269,4.1519628,4.496805,5.6998444,3.415955,6.4220386,2.7971292,4.484374,3.1903188,C1=C(SC(=C1)Cl)C(=O)CC(=O)C(F)(F)F
ligand29,11.044948,11.313963,6.624887,7.0002203,5.306455,4.136788,5.060289,5.543025,4.5157866,2.998561,COC1=CC(=C(C=C1)OC)C(=O)CC(=O)C(F)(F)F
ligand290,6.541213,5.557049,4.42445,4.6567335,4.391329,3.175223,5.6697054,3.6107824,4.1058817,3.3010156,COC(=O)C(=O)C1CCCC1=O
ligand292,7.3291416,6.4309177,4.637052,5.0137753,5.1930647,3.4463682,6.2281756,3.4026632,4.1551375,2.9923458,CCOC(=O)C(=O)CC(=O)C1=CC=C(C=C1)OC2=CC=C(C=C2)Cl
ligand293,14.060534,2.2338963,6.109179,4.792562,1.6218158,5.7141147,3.9666772,1.8426512,8.199497,8.236853,CC(=O)CC(=O)C1=C(C=C(C=N1)C(F)(F)F)Cl
ligand294,13.204321,2.2760167,6.164542,4.625302,1.337898,5.3557315,4.322675,2.4034119,8.310266,9.039133,CCCC(=O)CC(=O)C1CC1
ligand295,7.877204,6.3780847,5.0006704,5.144744,5.269379,3.655918,6.209841,2.8766901,4.5515957,3.2883341,COC(=O)C(=O)CC(=O)C1=CC2=CC=CC=C2O1
ligand297,12.835645,2.2904792,6.114877,4.396483,1.1309713,5.635721,4.0287333,2.4871004,7.9541254,8.48004,CCC(=O)CC(=O)CC
ligand298,-5.826057,2.114283,3.6096928,4.7019367,6.2859235,8.62702,6.0943165,4.845063,10.813618,1.7830225,CC1=C(C=NN1C)C(=O)CC(=O)C(F)F
ligand299,-5.8052573,2.065594,3.6048336,4.660998,6.229134,8.672723,6.0489063,4.8009768,10.787978,1.8042314,CC1(CC(=O)C(C1=O)C2(CC(C(=O)O2)(C)C)C)C
ligand3,6.8736963,5.741627,3.8690808,4.0465236,4.1782107,3.1412952,5.189109,3.5730617,4.082466,2.5415692,CC1=NC(=CC=C1)C(=O)CC(=O)C2=CC=CC(=N2)C
ligand30,9.448245,7.5017686,6.569338,5.763127,4.8097806,3.8908858,5.623545,2.4923837,4.690686,4.302533,CC(=O)CN1C(C(=O)C2=CC=CC=C2S1(=O)=O)C(=O)C
ligand300,-5.829432,2.0659132,3.4954762,4.6656194,6.215896,8.669127,6.048025,4.8584824,10.875004,1.670739,C1=CC=C(C=C1)C(=O)C(C(=O)C2=CC=CC=C2)SC3=CC=CC=C3[N+](=O)[O-]
ligand301,-5.6249356,1.9583509,3.7345638,4.5624876,6.1174965,8.777325,5.9458714,4.806525,10.676722,1.9426392,CCOC(=O)C(=O)CC(=O)C1=C(C=CC(=C1)C)C
ligand302,-5.725353,2.07949,3.5970051,4.6619596,6.2499604,8.66272,6.0553417,4.8219585,10.796817,1.7712572,CCCCC1=CC=C(C=C1)C(=O)CCC2C(=O)C3=CC=CC=C3C2=O
ligand303,-5.505667,1.9849675,3.7168634,4.569811,6.1542873,8.756482,5.961915,4.6983714,10.573971,1.9114672,C1=CSC(=C1)C(=O)C(C(=O)C2=CC=CS2)Br
ligand304,-5.71337,1.9318556,3.4282486,4.483199,6.1228323,8.819387,5.8906074,4.658565,11.000568,1.6546682,C(=O)C(C=O)Br
ligand305,-5.5202456,2.0053892,3.5960243,4.614901,6.12009,8.722889,5.983757,4.8096275,10.66222,2.0280144,C(=O)C(C=O)Cl
ligand306,-5.6779323,2.0975268,3.622071,4.663593,6.2739196,8.649802,6.0645156,4.836281,10.7791395,1.7615886,CC1=CC=C(O1)C(=O)CC(=O)C(F)(F)F
ligand307,-5.6320267,2.0753937,3.498568,4.6193705,6.271924,8.678995,6.0306296,4.858527,10.978176,1.6484959,CCOC(=O)C(=O)CC(=O)C
ligand308,-5.7062674,2.0221457,3.5836904,4.5771384,6.212527,8.7292795,5.980415,4.682347,10.6624365,1.7397138,C1=CN=CN=C1C(C=O)C=O
ligand309,-5.553528,1.9423143,3.6381383,4.517433,6.117659,8.801971,5.913882,4.665404,10.701469,1.8545896,C1=CC=C(C=C1)C(C=O)C=O
ligand31,14.870242,2.6030495,6.8438187,4.710653,2.282908,5.9383745,3.0292614,1.9895968,8.544845,7.6391726,C1=CN=CC=C1C(C=O)C=O
ligand310,-5.5777516,1.9935927,3.7115471,4.587653,6.1562347,8.74491,5.975424,4.6878057,10.589837,1.9185884,COC1=CC=C(C=C1)C(C=O)C=O
ligand311,-5.457158,1.8617378,3.6579561,4.429661,6.043068,8.884824,5.8298187,4.5989165,10.663016,1.8818235,CS(=O)(=O)C1=CC(=C(C=C1)C(C=O)C=O)[N+](=O)[O-]
ligand312,11.119999,11.06608,6.2288346,6.445241,5.6218348,4.3757644,5.0546556,5.1169024,4.8805146,3.284384,C1=CC(=CC=C1C(C=O)C=O)F
ligand313,9.470263,7.613341,6.5764074,5.7806325,4.851661,3.887112,5.6571283,2.5434215,4.687494,4.3192177,C1=CN=C(C=N1)C(C=O)C=O
ligand314,11.099388,11.342373,6.1791377,6.5698886,5.7151732,4.483091,5.1218443,5.3912964,4.877527,3.2277584,C1=CC(=CC=C1C(C=O)C=O)[N+](=O)[O-]
ligand315,9.3821,6.6001787,6.136466,5.84769,4.0147614,4.323201,5.5188355,2.19404,4.890806,4.753091,C1=CC=C2C(=C1)N=C(O2)C(C=O)C=O
ligand316,9.842152,8.3635645,7.02558,5.904894,5.3336577,3.7111902,5.7392426,2.7548163,4.5705857,4.2342677,C1=CC=C2C(=C1)C=CC(=N2)C(C=O)C=O
ligand317,10.326739,9.642962,7.387984,6.334472,5.86585,3.6641304,5.7487674,2.677828,4.3090415,3.8560944,CC(=O)C1CCCCC1=O
ligand318,10.438336,9.727192,7.4813576,6.4601626,5.8032928,3.7625647,5.8936367,2.7362719,4.325716,3.823265,COC1=CC=CC(=C1)C(C=O)C=O
ligand319,15.248741,2.334715,6.4103255,4.532542,1.9387246,6.022386,3.2068605,1.7341356,8.599816,7.4582653,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C=O)C=O
ligand32,6.914764,5.183578,4.088188,4.0049343,4.2468777,3.2820458,5.1945667,3.2434728,4.4367914,2.8190393,CC(=O)CC(=O)C1(C)CC1
ligand320,14.647831,2.9168658,6.812276,4.8918285,2.1739578,5.854364,3.3470283,2.0978599,8.426896,7.7886405,CC(=O)CC(=O)c1ccon1
ligand321,9.277903,6.73278,6.155056,5.779289,4.181457,4.2039046,5.555816,2.2950127,4.8339505,4.638172,CC(=O)CC(=O)C1CCCC1
ligand322,13.82344,2.1322863,6.3763123,4.509524,1.3641689,5.641501,3.8552618,2.457509,8.557958,8.683997,FC(F)C(=O)CC(=O)C1CC1
ligand323,10.525661,9.795469,7.4725113,6.363313,5.7843494,3.723641,5.926289,3.130298,4.46646,3.8606937,CC(=O)CC(=O)c1ncccn1
ligand324,10.028694,8.817349,7.056727,6.0399914,5.4276404,3.747083,5.761591,2.919394,4.5626264,4.1046042,CC(=O)CC(=O)c1cnn(C)c1
ligand325,10.486869,9.620827,7.2406898,6.3959117,5.646775,3.8318555,5.767386,3.339189,4.47905,3.8442132,CC(=O)CC(=O)c1ccsc1
ligand326,11.235878,11.177985,5.858751,6.3698797,5.8743076,4.6885896,5.121427,5.232675,5.03633,3.4384873,CC(=O)C(CC1CCC1)C(C)=O
ligand327,10.73162,9.712421,7.5221577,6.7204733,5.5765657,3.872376,5.780291,2.9823668,4.3962264,3.6684823,C1=COC(=C1)C(=O)CC(=O)C(F)(F)F
ligand328,11.233038,11.077024,6.0126395,6.425008,5.834308,4.622911,5.0855045,5.1515503,5.0024953,3.3690279,O=C1CSC2CCCC(=O)C12
ligand329,9.592575,5.9776883,6.116949,5.9428806,3.4920714,4.5519013,5.307169,1.8816007,5.0966115,4.897019,CC1(CC1)C(=O)CC(=O)C(F)F
ligand33,14.9368925,2.4478528,6.8621063,4.630858,2.3207793,5.928096,2.8880844,2.0291228,8.589045,7.6251087,CC(C(C)=O)C(=O)c1ccccc1
ligand330,9.200189,6.013529,5.964067,5.6736803,3.7104604,4.160216,5.3493876,2.3629436,4.635833,4.4280486,CC(=O)CC(=O)c1cccc(C)c1
ligand331,13.700191,2.258129,6.497436,4.607287,1.5150388,5.534151,3.9291372,2.393631,8.673586,8.724909,CC(=O)CC(=O)c1cccc(C)n1
ligand332,10.452051,9.76304,7.2487226,6.38216,5.7954106,3.7407541,5.7635937,3.350631,4.388913,3.7215703,CC(=O)CC(=O)c1ccccc1F
ligand333,11.277356,10.987789,5.6047964,6.1563635,5.979508,4.8338737,4.9620857,5.021482,5.2438717,3.4598398,O=C(CC(=O)C1CCC1)C1CCC1
ligand334,6.6579514,5.4339085,4.4315877,4.573638,4.223262,3.202783,5.488919,3.5390995,4.224418,3.3517666,CC(=O)CC(=O)c1ccc(C)s1
ligand335,6.745294,5.3807693,4.3149953,4.440031,4.156277,3.159467,5.390721,3.4874356,4.2222185,3.250426,CCC(=O)CC(=O)C1CCCCC1
ligand336,7.112978,4.9401155,4.6583056,4.514041,5.241152,3.562929,6.1538363,2.6314542,5.0070157,3.2851036,CC(=O)C(Cl)C(=O)C(F)(F)F
ligand337,12.517045,2.2906966,5.3403406,4.7910113,0.21927889,5.994079,4.643213,1.507761,6.7298465,9.017563,CC(=O)C1CCCC1=O
ligand338,9.196065,6.1669426,6.2418885,5.731335,3.8462422,4.1185985,5.3142576,2.076187,4.8133397,4.4118676,FC(F)(F)C(=O)CC(=O)C1CCC1
ligand339,6.915388,4.9241486,4.3730183,4.353046,5.2351184,3.5062668,6.0054526,2.7327724,4.7027707,3.1905582,CCC(=O)C(C)C(=O)c1cnn(C)c1
ligand34,11.255648,11.102225,5.8064756,6.301289,5.8806167,4.70828,5.0502505,5.1720204,5.091446,3.4182186,CC(=O)CC(=O)c1ccc(F)cc1F
ligand341,14.588022,2.4891448,6.27763,4.881317,1.7933824,5.802682,3.753691,1.7588656,8.325678,7.9077353,CCC(C)(C)C(=O)CC(=O)C(C)(C)C
ligand342,14.779832,2.5018349,6.566768,4.54843,1.5702628,5.890776,3.4268465,2.3312292,8.54313,7.990099,Cn1cc(cn1)C(=O)CC(=O)C(F)F
ligand343,6.991497,4.8841634,4.489931,4.3942695,5.131781,3.5307307,5.954007,2.7195883,4.7737308,3.2541242,Cn1ccc(n1)C(=O)CC(=O)C(F)F
ligand344,14.7489195,2.6052742,6.5372415,4.7455134,1.8363903,5.9407134,3.5041347,1.9134897,8.461381,7.813182,COC(=O)C(=O)CC(=O)c1ccccn1
ligand345,11.232171,11.0452385,5.707847,6.2429256,5.9749956,4.814319,4.9798436,5.074353,5.222256,3.4564078,FC(F)(F)C(=O)C1CCCCCC1=O
ligand346,9.379605,6.2274294,6.1021414,5.940006,3.5658464,4.4480925,5.3596354,1.9938425,4.861907,4.787749,FC(F)(F)C(=O)CC(=O)C1CCCC1
ligand347,6.768206,5.893198,4.574599,4.8928933,4.867177,3.3099303,6.0727053,3.5352867,4.121354,3.2502198,COC(=O)C(=O)CC(=O)c1cccn1C
ligand348,6.6421256,5.493959,4.248938,4.5132136,4.261425,3.0879405,5.552749,3.6831317,4.106353,3.2658505,CC(C)C(=O)CC(=O)C(C)C
ligand349,14.919017,2.1393476,6.0843415,4.665604,1.6204475,5.9162827,3.4795868,1.7733599,8.202778,7.657764,COC(=O)C1CC(=O)C(CC=C)C(=O)C1
ligand35,8.918721,6.1218224,5.9893284,5.4676785,3.939211,4.03442,5.3380857,2.224729,4.8289623,4.3251696,CC(=O)C(Sc1ncccn1)C(C)=O
ligand350,6.8745623,5.41763,4.0571036,4.1253395,3.9416707,3.126094,5.080801,3.4987674,4.188099,2.895001,CC(C)C1CCC(=O)C(C1)C(=O)C(C)C
ligand351,6.889151,5.4368367,4.0829506,4.2415195,3.9132848,3.0439768,5.1180515,3.501736,4.132865,3.0199814,COC(=O)C(=O)CC(=O)c1cccs1
ligand352,7.8079915,6.2273126,5.0436172,5.161909,5.385285,3.7095227,6.3216085,2.7083533,4.7447686,3.3661134,CCOC(=O)C1CCC(=O)C(C1)C(C)=O
ligand353,7.2214108,5.561131,4.674225,4.9361963,5.81365,3.6317997,6.6686397,2.5794263,4.878081,3.301174,CCC(CC)C(=O)CC(=O)C(CC)CC
ligand354,7.022198,5.2988706,4.0031486,3.929364,3.8388631,3.1784096,4.8989034,3.4107873,4.2686195,2.7542887,CC(=O)CC(=O)C(F)(F)Br
ligand355,9.162496,6.1701956,6.0885024,5.658884,3.8606021,4.045825,5.384499,2.323873,4.6654387,4.3119755,O=C(CC(=O)c1ccccn1)c1ccco1
ligand356,6.8651867,5.807294,4.645406,4.89636,4.9621787,3.3761418,6.113461,3.3972332,4.246724,3.2825513,Cc1nn(C)cc1C(=O)CC(=O)C(F)F
ligand357,9.009571,6.1153116,5.9252796,5.536155,3.953061,4.0264015,5.42065,2.423863,4.6729035,4.274342,CC(=O)C(C\C=C\c1ccccc1)C(C)=O
ligand358,7.531872,5.932087,4.8794193,5.075023,5.4839377,3.665773,6.440766,2.71086,4.778401,3.3268156,CC(C)(C)C(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F
ligand359,7.168913,4.5779896,4.6479917,4.600798,5.560194,3.649093,6.3734407,2.2817445,5.2548847,3.5560331,Cn1cc(cn1)C(=O)CC(=O)C(F)(F)F
ligand36,11.084927,11.361804,6.566644,6.9283137,5.3529706,4.1697774,5.0499525,5.5727143,4.5772166,3.0284266,Cn1ccc(n1)C(=O)CC(=O)C(F)(F)F
ligand360,6.8490195,4.962464,4.270332,4.3115435,5.2177362,3.4583142,5.991113,2.7774396,4.6691523,3.1045008,COC(=O)C(=O)CC(=O)c1ccccc1C
ligand361,6.701445,5.6844044,4.34081,4.621435,4.6622214,3.2304442,5.8009205,3.449833,4.1408834,3.1073437,COC(=O)C(=O)CC(=O)c1cccc(C)c1
ligand362,6.3582916,5.6062174,4.6176085,4.9264035,4.7100906,3.2455153,6.049439,3.6233306,4.096393,3.5023668,FC(F)(F)C(=O)CC(=O)c1ccsc1
ligand363,7.0471764,5.0092316,4.5186176,4.492479,5.157419,3.522157,6.0141335,2.7016978,4.8214,3.257019,FC(F)(F)C(=O)CC(=O)C1CCCCC1
ligand364,14.860216,2.1012752,6.255734,4.7784557,1.8813822,5.8582926,3.2450304,1.8247323,8.108886,7.6239595,COC(OC)C(=O)CC(=O)c1ccccn1
ligand365,6.972887,5.3856483,4.628992,4.686253,4.983185,3.4535153,6.0137987,3.0672758,4.558521,3.2896805,FC(F)(F)C(=O)CC(=O)C1CCOCC1
ligand366,6.581145,5.6616697,4.356245,4.6401105,4.419812,3.1646404,5.696818,3.6724975,4.0624185,3.2194707,COC(=O)C(=O)CC(=O)c1ccccc1F
ligand367,6.481484,5.598741,4.437758,4.7129297,4.5117927,3.1831973,5.7904496,3.6176853,4.077112,3.3037503,COC(=O)C(=O)CC(=O)c1cccc(F)c1
ligand368,10.585119,9.197426,7.8293047,6.11255,5.9036646,3.553411,5.9428453,3.151684,4.5166845,4.3158154,CCC(=O)CC(=O)C
ligand369,10.70833,10.0489,6.9691586,6.4205527,5.611246,3.9588993,5.578898,3.948517,4.6118703,3.7465396,CCOC(=O)C(=O)CC(=O)c1ccc(C)o1
ligand37,11.175955,11.093591,6.1886196,6.411449,5.664567,4.475789,4.9275413,5.164771,4.9833546,3.1565306,COC(=O)C(=O)CC(=O)c1cnn(C)c1C
ligand370,7.3486514,5.553075,3.9107301,3.8928506,3.1456776,3.1706023,4.398411,3.542325,3.9690917,2.5892274,Cc1ccc(cc1C)C(=O)CC(=O)C(F)F
ligand371,6.825632,5.5942965,4.035067,4.2412014,4.0924053,3.0856032,5.2609673,3.570807,4.0732794,2.8981693,CCOC(=O)C(=O)CC(=O)c1cccs1
ligand372,12.933222,2.4727643,5.497497,4.637768,0.53603965,6.0105376,4.563922,1.3575976,7.024925,8.707159,CC(=O)C(Oc1ccc(Cl)cc1)C(C)=O
ligand373,7.6370306,6.19372,4.881617,5.1372175,5.534595,3.6596582,6.445137,2.79433,4.618342,3.2661738,COC(OC)C(=O)CC(=O)c1nccs1
ligand374,7.1009846,5.6106577,4.5580564,4.942181,5.9300756,3.6007195,6.750551,2.621067,4.747318,3.2596533,CCn1cc(C(=O)CC(=O)C(F)F)c(C)n1
ligand375,7.189694,5.614813,4.6575193,4.9746246,5.7741227,3.613044,6.6377954,2.6392424,4.787627,3.3216295,CCn1ncc(C(=O)CC(=O)C(F)F)c1C
ligand376,7.8518443,6.3126116,5.065676,5.2079206,5.3352375,3.7401767,6.3474984,2.7973979,4.707697,3.2804666,CC(=O)CC(=O)c1cc(Cl)cc(Cl)c1
ligand377,6.6763835,5.320246,4.3645296,4.810623,6.0137854,3.4981236,6.778604,2.7203603,4.5357394,3.3388555,CC(=O)CC(=O)Cc1nc2ccccc2s1
ligand378,7.5611916,6.631136,4.6083446,4.9920406,5.2803197,3.4850245,6.2472477,3.2818737,4.209699,2.866577,CC(=O)CC(=O)C(C)(C)C
ligand379,11.072107,9.422107,7.9049625,6.6304336,5.597178,3.7984622,5.83422,3.4592245,4.582376,4.0371304,Fc1cccc(c1)C(=O)CC(=O)C(F)(F)F
ligand38,7.1480436,5.6909556,3.688852,3.8367774,3.860425,3.0552092,4.8828244,3.4980063,4.0236826,2.4762812,Cc1nn(C)cc1C(=O)CC(=O)C(F)(F)F
ligand380,7.513074,5.3323884,4.027348,3.809706,2.8319442,3.0775688,4.1203914,3.6654432,4.027587,2.7318592,CCOC(=O)C(=O)C1CC(F)(F)CCC1=O
ligand381,7.5829654,5.850691,4.943002,5.0809207,5.393001,3.6882598,6.3618875,2.6644258,4.844888,3.3955953,COC(=O)C(=O)CC(=O)c1ccc(C)cc1C
ligand382,6.7857885,6.1769757,3.5899534,3.9587286,4.4455104,3.2364047,5.2702904,3.6986816,4.00521,1.995134,CCc1ccc(cc1)C(=O)CC(=O)C(=O)OC
ligand383,10.53196,9.268016,7.873442,6.2110715,5.881992,3.6586056,6.115388,3.0954792,4.4721646,4.378646,CCOC(=O)C(=O)CC(=O)c1cccc(C)c1
ligand384,7.1282973,5.9683313,3.8422105,4.032574,3.8073723,3.1415563,4.875452,3.5813465,3.9734263,2.4980233,CCOC(=O)C(=O)CC(=O)c1ccccc1C
ligand385,6.9354763,4.7884746,4.413683,4.451666,5.3598585,3.534895,6.1161814,2.591198,4.843246,3.3467648,COC(=O)C(=O)CC(=O)c1cccc(OC)c1
ligand386,7.0523124,5.954034,3.571597,3.8655047,4.173228,3.0946057,5.095732,3.5293443,3.9667692,2.2603183,COC(=O)C(=O)CC(=O)c1ccccc1OC
ligand388,6.85707,5.740818,3.9129004,4.182169,4.163141,3.0771594,5.2841544,3.596969,4.009415,2.735028,CC(=O)CC(=O)c1ccc(cc1)-c1ccccc1
ligand389,12.463038,2.3395574,5.486715,4.7735734,0.23011422,6.0328126,4.599414,1.5371194,6.827219,9.028039,CC1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)F
ligand39,11.636434,8.826791,8.201302,7.755127,4.606648,4.752325,6.2525864,3.6912234,4.5179486,4.1802807,FC(F)(F)C(=O)CC(=O)c1cccc(c1)C#N
ligand390,7.719967,6.4192433,4.8850055,5.1416388,5.4079485,3.6437755,6.3598595,2.9537961,4.5176544,3.1437438,COC(=O)C(=O)CC(=O)c1cc(F)ccc1F
ligand391,6.8901534,5.7032228,4.4555793,4.9487233,5.892007,3.5102873,6.7305803,2.8364887,4.4861665,3.2436152,FC(F)(F)C(=O)CC(=O)C=Cc1ccccc1
ligand392,6.6386223,5.554276,4.354861,4.890678,5.989321,3.453116,6.7958903,2.8859704,4.357488,3.2979548,CCC(=O)CC(=O)c1ccc(cc1)C(F)(F)F
ligand393,7.490912,5.219089,3.9662218,3.702252,2.9037664,2.9936128,4.1957026,3.6631038,4.092368,2.7447915,Cc1ccc(C(=O)CC(=O)C(F)(F)F)c(C)c1
ligand394,7.676525,5.615041,4.086478,4.008079,2.9992537,3.121912,4.166947,3.5394135,3.9743073,2.694801,COC(=O)C(=O)CC(=O)c1ccc(Cl)s1
ligand395,6.9490986,5.7758055,4.023284,4.065639,3.4206758,3.293694,4.5374055,3.5495853,4.1040735,2.6604683,COc1ccc(cn1)C(=O)CC(=O)C(F)(F)F
ligand396,10.435457,9.7908325,6.9274545,6.497815,5.5810857,4.0495152,5.846861,3.826815,4.459102,3.738632,O=C(OCc1ccccc1)N1CC(=O)CC(=O)C1
ligand397,11.544642,8.675322,8.258826,7.827833,4.4917912,4.764919,6.361816,3.6748202,4.5037503,4.2363896,CCn1cc(C(=O)CC(=O)C(F)(F)F)c(C)n1
ligand398,7.112951,6.1153,4.60228,5.0733685,5.689499,3.5147505,6.6168365,3.024407,4.356712,3.1819546,CC1(C)C2CCC1(C)C(=O)C2C(=O)C(F)(F)F
ligand399,6.102048,5.6924944,4.5050573,4.9797583,5.0170417,3.2024982,6.3630505,3.6660202,3.9152598,3.4681585,COC1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC
ligand4,7.1260204,6.1880565,3.8583286,4.225743,4.682091,3.204519,5.575575,3.4198139,3.962389,2.3954039,CCOC(=O)C(=O)CC(=O)c1ccc(C)cc1C
ligand40,7.1504226,4.9975324,4.76382,4.7827563,5.6035256,3.6248071,6.511831,2.463246,5.1742496,3.4712017,CCOC(=O)C(=O)CC(=O)c1ccc(C)c(C)c1
ligand400,7.0180345,5.8451552,3.3616867,3.7169852,4.3150654,3.0654252,5.142758,3.3753366,3.9679418,2.182731,CCOC(=O)C(=O)CC(=O)c1cccc(OC)c1
ligand401,7.0734835,6.208417,3.2652674,3.7460284,4.7712026,3.172912,5.465055,3.2832408,3.846973,1.8898151,FC(F)(F)C(=O)CC(=O)c1ccc(Cl)nc1
ligand402,10.821995,9.707821,7.4380984,6.389059,5.6769004,3.775358,5.664601,3.7207596,4.609967,3.9507754,FC(F)(F)C(=O)CC(=O)c1ccc(Cl)cn1
ligand403,7.17676,6.398204,3.6003437,3.957217,4.3653154,3.147662,5.222788,3.5748658,3.8123186,2.050918,Fc1ccc(C(=O)CC(=O)C(F)(F)F)c(F)c1
ligand404,6.9386687,5.7647734,4.358622,4.893771,6.021761,3.535163,6.8096437,2.7309916,4.554634,3.124779,Cc1ccccc1C(=O)CC(=O)c1ccccc1C
ligand405,11.739021,8.63332,8.366695,7.9594097,4.4563346,4.8820877,6.4372745,3.707172,4.526337,4.3098235,Cc1ccc(cc1)C(=O)CC(=O)c1ccc(C)cc1
ligand406,6.982691,6.052152,3.4327247,3.829015,4.5097375,3.1253688,5.3062935,3.4316664,3.9364045,2.0956492,COC(=O)C(=O)CC(=O)c1ccc(OC)cc1F
ligand407,6.3460574,5.827247,4.2066374,5.0012455,6.2386436,3.369272,7.0615335,3.0016487,4.104567,3.1880796,COc1ccc(cc1OC)C(=O)CC(=O)C(F)F
ligand408,6.39086,5.6836247,4.2204924,4.903618,6.061921,3.3567379,6.923523,3.115479,4.088288,3.259404,CC1=CC(=C(O1)C)C(=O)CC(=O)C(F)(F)F
ligand409,7.637346,6.8367457,4.591163,5.05532,5.3361044,3.420543,6.2232485,3.4223468,4.0646157,2.7897353,CCOC(=O)C(=O)CC(=O)C1=CC=CC=C1
ligand41,10.488914,9.486394,7.6988044,6.6744437,5.672205,4.1582046,6.4983125,3.2069192,4.304202,4.3686495,CCCc1ccc(cc1)C(=O)CC(=O)C(F)(F)F
ligand410,7.1247673,4.25003,4.783989,4.9743414,4.8343863,3.663658,5.8020577,2.2340677,5.5534215,4.1405125,CN(C)c1ccc(cc1)C(=O)CC(=O)C(F)(F)F
ligand411,6.8404965,5.025622,4.8227234,4.958084,4.732229,3.4820137,5.909748,2.9836862,4.8298106,3.8425412,CC(=O)CC(=O)CCN1C(=O)c2ccccc2C1=O
ligand412,12.849239,2.438675,5.5081043,4.6593504,0.48565382,5.985941,4.5783973,1.4647391,7.028016,8.768888,CCOc1cccc(c1)C(=O)CC(=O)C(F)(F)F
ligand413,6.3560333,5.483391,4.1693716,4.806076,6.23802,3.423713,7.016456,2.9556437,4.23625,3.3116405,COC(=O)C(=O)CC(=O)c1ccc(CC(C)C)cc1
ligand414,6.8600183,4.90332,4.858715,4.9689364,4.800421,3.523754,5.932532,2.9012115,4.9242473,3.909793,Cn1cc(cn1)C(=O)CC(=O)c1ccc(Cl)cc1
ligand415,7.7190886,6.7767153,4.621397,5.0068326,5.251281,3.5241597,6.1879807,3.320325,4.1795607,2.7638118,COc1ccc(cc1F)C(=O)CC(=O)C(F)(F)F
ligand416,14.929018,2.6394978,6.449965,4.6542835,1.5451126,5.879871,3.5477154,2.2140307,8.477111,7.8829856,COC(=O)C(=O)CC(=O)c1ccc2OCCOc2c1
ligand417,6.342291,5.520002,3.9896092,4.6294785,6.020318,3.338104,6.7393045,2.9568853,4.18998,3.0788887,CCOC(=O)C(=O)CC(=O)c1ccc2OCOc2c1
ligand418,7.754111,6.8867087,4.4287453,4.848158,5.1165257,3.486072,6.030838,3.4413579,4.0518193,2.5339828,CCOC(=O)C(=O)CC(=O)c1ccccc1OCC
ligand42,6.797457,6.0912495,3.3647566,3.8732371,4.7727733,3.161384,5.4746995,3.4885926,3.997588,2.0262873,CC(C)(C)C(=O)CC(=O)C1=CC=CC=C1
ligand420,15.165587,2.549181,6.4360423,4.5150747,1.4891307,5.891132,3.4214811,2.3083363,8.555415,7.8102283,CCOC(=O)C(=O)CC(=O)c1ccc(cc1)[N+]([O-])=O
ligand421,6.9845066,6.104645,3.2147057,3.7376232,4.8364744,3.128175,5.505239,3.2518902,3.8934183,1.9583565,FC(F)C(=O)CC(=O)c1cccc(c1)C(F)(F)F
ligand422,8.655556,5.4949837,5.744742,5.0714808,3.1895611,3.8175445,4.801635,2.8248723,4.557265,3.5964444,CCOC(=O)C(=O)C1CC(CCC1=O)C(F)(F)F
ligand423,7.1092114,6.392085,3.4801123,3.9087253,4.603053,3.1827407,5.3944407,3.4705513,3.8526015,1.9411602,COC(=O)C(=O)CC(=O)c1ccc(OC)c(OC)c1
ligand424,7.5879292,6.7682767,4.2048893,4.650514,5.129867,3.3677993,5.965555,3.418726,3.9619975,2.4353085,FC(F)C(=O)CC(=O)c1ccc(Cl)c(Cl)c1
ligand425,7.261796,6.4959283,3.5949907,3.9337935,4.3966312,3.174591,5.2258353,3.5502355,3.8577783,1.9848726,CCOC(=O)C(=O)CC(=O)c1cc(F)ccc1OC
